review,rate
mind destroy,0
intimate socially encompass,1
gory scene of torture self mutilation may,0
like soft drink sit open too long too much syrup not enough fizz,0
so insanely stupid so awful so many way,0
more confident,1
grab only keep let wrong moment,0
some delightful work,1
cheap manipulation corny convention,0
still good fun,1
few evocative image,1
hope audience will not notice glare triteness of plot device,0
whose engaging manner flamboyant style make truly large life character,1
look bad,0
doze off,0
film cast uniformly superb,1
heroic tale of persistence sure win viewer heart,1
unlimited access,1
mishandle,0
provide satisfactory overview of bizarre world of extreme athlete several daredevil express own view,1
not enough give film substance so desperately need,0
septic tank,0
tiny segment of already obscure demographic,0
object idea of vietnam picture,0
adrien brody title role help make film conclusion powerful satisfy,1
will not like look,0
spare dialogue acute expressiveness,1
have give one star rating,0
acquire fast pace contemporary society,1
great performance reminder of dicken grandeur,1
of warmth color cringe,1
though could not stand,0
jagger stoppard director michael apte deliver riveting surprisingly romantic ride,1
tune community,1
empowerment movie,1
because genre well establish what make movie fresh,1
ong promising debut warm well tell tale of one recent chinese immigrant experience new york city,1
learn compromise with reality enough become comparatively sane healthy,1
brave uninhibited performance,1
well write direct with brutal honesty respect audience,1
everyone especially movie musical fan have hope,1
old hat,0
while maintain appearance of clinical objectivity sad occasionally horrifying but often inspiring film among wiseman warm,1
decent intro documentary,1
point way adventurous indian filmmaker toward crossover into nonethnic market,1
hypertime reverse,0
of build laugh riot,1
engrossing grim portrait of hooker what think of client,1
up not one but two flagrantly fake thunderstorm underscore action,0
fresh unforced naturalism,1
movie slalom through hackneyed element with enjoyable ease,1
movie too heady child too preachy adult,0
stylish tracking shot,1
adam sandler eight crazy night grow on like rash,0
smart provocative drama,1
nelson screenplay,1
logical loophole which fly so fast no time think about anyway,0
sexism monday morning undercut charm,0
turn into ocean of trouble,0
anniversary edition,1
gentle,1
stale overused cocktail use same olive since garnish,0
bring role pale dark beauty characteristic warmth,1
enjoyably dumb sweet intermittently hilarious if taste quirky steal glimpse,1
sometimes just lapse into unhidden british,0
nasty comedy,0
rare documentary incorporate so much,1
load with good intention,1
thing movie try get audience buy just,0
yet another cool crime movie actually manage bring something new into mix,1
genre thrill,1
have good shot hollywood career if want one,1
fun popcorn movie,1
performance of pacino williams swank keep viewer wide awake way through,1
thank kline superbly nuanced performance ponder highly pleasurable,1
reaffirm life look face of death,1
clever adaptation,1
power grace of one of great natural sportsman of modern time,1
most audacious outrageous sexually explicit psychologically probe,1
nothing but convenient conveyor belt of brood personality parade about if come back stock character camp drowsy drama infatuate own pretentious self examination,0
have swinge tree hoot praise,1
can see without feel embarrassed,1
repetitive,0
really good,1
propose epic tragedy plight of callow rich boy who force choose beautiful self satisfy year old girlfriend equally beautiful self satisfy year old mistress,1
of good,1
vulgarity sequel can refuse,0
light treat,1
spiritual film tap into meaning consolation afterlife communication,1
see mendes company get together single frame have shoot collectively vow something really good,1
enjoy quirky fun popcorn movie with touch of silliness little,1
powerful sequel,1
sulking moody male hustler,0
without forceful sad without shrill,1
bad need of major acting lesson maybe little coffee,0
suspenseful ultimately unpredictable,1
mob,0
bad blend,0
without much interest elizabethan,0
rich performance friel especially williams american actress who become fully english,1
gobbler like,1
fairly uneventful,0
kathy baker creepy turn,0
writer director douglas mcgrath even tone direction,1
too stagey,0
wildly inventive mixture,1
into evanescent seamless sumptuous stream of consciousness,1
recycle more time,0
stunt hungry dimwit,0
someone understand need bad boy,1
demonstrate vivid imagination impressive style result some terrific setpiece,1
thankfully easy on reel real world dichotomy jaglom pursue with such enervating determination venice venice,1
wrong with increasingly pervasive aspect of gay culture,0
smart alert thirteen conversation about one thing small gem,1
film rehash several old theme cap with pointless extreme,0
bad element,0
derive lobotomy have have vital essence scoop out discard,0
do not really seem profound least way of what can glean three hour endurance test build around hour worth of actual material,0
cartoonish clichés sneer humor of genre provide fresh view of old type,1
creatively stillborn,0
horrify,0
play out work class community nation,1
cinematography outstanding soundtrack unconventional,1
most frantic virulent foul natured,0
elevate glory,1
metaphor provocative,1
drek,0
most hard hearted person not move drama,1
low budget affair tadpole shoot on digital video image often look smeary blurry point of distraction,0
also some startling surrealistic moment,1
weirdly beautiful place,1
not enough substance sustain interest full minute especially with weak payoff,0
definitely worth see,1
too much like fragment of underdone potato,0
painfully bad,0
produce jerry bruckheimer direct joel schumacher reflect bad of shallow style,0
decent but dull,0
playlist,0
tell fascinating compelling story,1
stale clichéd fault,0
heavyweight film fight good fight on behalf of world endanger reef,1
far flung illogical,0
prepare marvel again,1
uneven movie,0
delightful work,1
bring something fresh proceeding,1
do something of public service shed light on group of extremely talented musician who might otherwise unnoticed underappreciated music fan,1
idea of good time,1
not steal harvard horrible movie if only grand failure,0
ridiculous bolero,0
sugar coat rocky,0
snail pace,0
do mark bullock good work some time,1
emotional heart,1
every cheesy scene,0
supposedly pokemon can not kill but pokemon practically assure pocket monster movie franchise nearly ready keel over,0
genial conceit,0
not awful some of recent hollywood trip tripe,1
second chance find love most unlikely place,1
character if not too glorify term,0
high concept scenario soon prove preposterous acting robotically italicize truth advertising hound take note very little hustling on view,0
feel good feel sad,1
lot of charm,1
short on large moralistic consequence,0
dreadful,0
do not make sense,0
enthusiastically invoke percussion rhythm brass soul sense of fierce competition help make great marching band half fun of college football game,1
with originality,1
flounder under weight of too many story line,0
pathetic junk,0
might well watch through telescope,0
natural lovely,1
laugh out loud lunacy with pronounce monty pythonesque flavor,1
absorb,1
powerful tell story examine forbid love racial tension other issue valid today,1
feel less product of love well integrated homage more like mere excuse wan thinly sketch story,0
surrender,0
however,1
tough watch,0
inhalant blackout,0
first class thoroughly involve movie effectively combine two surefire beloved genre prison flick fight film,1
bad yet nonexistent,0
visual fertility treasure planet rival top japanese animation of recent vintage,1
smart fun but far more witty wise,1
dream up romantic comedy,1
would have work so much well deal only one reality,0
with tale full of nuance character dimension,1
behind music special have something little more special behind music do not sell many record but help change nation,1
otherwise dull,0
but miss wonton float beyond reality with certain degree of wit dignity,1
deviant,0
leave feeling like endure long workout without pulse ever race,0
may lawrence unleash trademark misogyny comedy like human volcano overflow septic tank take pick,0
dangerous secretly unhinged guy who could easily have kill president because make feel powerful,0
do own way,1
film never recover clumsy cliché of ugly american abroad too frosty exterior paltrow employ authenticate british persona another liability,0
find writer director mitch davis wall of kitsch hard,0
enough may pander base desire payback but unlike many revenge fantasy ultimately deliver,1
still comic book,0
what stiflingly unfunny unoriginal mess,0
whose cumulative effect chill,1
have use two hour well watch john malkovich again,0
director most sparkling,1
fine cast,1
suffer severe case of oversimplification superficiality silliness,0
tendency,1
without shakespeare eloquent language update dreary sluggish,0
quite good,1
feel homogenize bit contrived if look back tattered ugly past with rose tint glass,0
transcend normal division fiction nonfiction film,1
superfluous sequel plague old familiar feeling of let get thing over with everyone have show up appoint time place,0
sad cad really give film oomph,1
talent wit,1
savage life liberty of poor dispossessed,0
repetitious,0
fresh point of view,1
film take stand favor of tradition warmth,1
weepy melodrama,0
initial excitement,1
effort toward closure only open new wound,0
of hole completely lack chill,0
can intelligent one every regard except storyline,1
masterpeice,1
wonder why paul thomas anderson ever have inclination make most sincere artful movie which adam sandler will probably ever appear,1
will probably sink film anyone who do not think about percentage day long,0
part of charm of satin rouge avoid obvious with humor lightness,1
effectiveness,1
funny move yarn,1
remarkably dull with only caine make much of impression,0
movie about humorous watch favorite pet get bury alive,0
compelling piece demonstrate just how well child can train live out carry on parent anguish,1
most morning,1
sometimes murky always brood look of,0
feel pissed off,0
version of irresponsible sandlerian manchild undercut voice of star of road trip,0
wan,0
well make entertainment,1
hearten same way season mark new start,1
powerful though flawed movie guarantee put lump throat while reaffirm washington possibly good actor work movie today,1
honesty dignity,1
deep vein,0
nothing like love give movie shot,1
screenplay fall somewhat short,0
misguided,0
highly watchable giggly little story,1
repulsive,0
ragbag,0
what lack substance make up heart,1
little scatter ditsy,0
step far rich deep,1
deft pace master stylist,1
balance point often incisive satire unabashed sweetness with result sometimes brace sometimes baffling quite often unexpected way touch,1
smart ignore but little too smugly superior like,0
birthday girl kind of quirkily appeal minor movie might not make while,1
sweeping battle scene,1
reign of fire hardly most original fantasy film ever make,0
pan nalin exposition beautiful mysterious interview follow with practitioner of ancient indian practice subtle enigmatic,1
flawed but,0
disappoint,0
enhance,1
one well time explosion movie can knockout,1
flower,1
welcome relief usual two dimensional offering,1
well form satire,1
with considerable appeal,1
cast member who seem bind determined duplicate bela lugosi now cliched vampire accent,0
still cinematic touchstone,1
great pity,0
sing beautifully act adequately,1
damon bourne predicament,1
character so well establish gang feel comfortable with take insane liberty do goofy stuff out of left field,1
superficial way while never sure,0
of list credit on resume future,0
great picture,1
what make movie fresh,1
giant pile of elephant fece,0
craft engaging fantasy of flavor emotion one part romance novel one part recipe book,1
beyond play fair with audience,0
something horribly wrong,0
get trouble,0
should pay reparation viewer,0
byler reveal way which sultry evening beer fuel afternoon sun can inspire even most retire heart venture forth,1
know will never listen marvin gaye supreme same way again,1
what great way spend unit of day,1
no more,0
elevate michael caine performance weary journalist change world,1
tired unimaginative derivative variation of already shallow,0
play well only film publicist people who take many drug film character,0
yarn spinner,0
hard still believe anyone right mind would want see,0
big name japanese anime,1
easy cynical potshot,0
shape director peter kosminsky into sharp sliver cut impression,1
dark pitch comedy frequently veer into corny sentimentality probably would not improve much after therapeutic zap of shock treatment,0
filmmaking may bit disjointed,0
through love,1
value of knowledge education,1
attempt stubbornly refuse gel,0
like movie lot,1
mystic,1
can impart almost visceral sense of dislocation change,1
idea of exploit molestation laugh,0
neil burger succeed make mystery of four decade back springboard more immediate mystery present,1
movie desperate miscalculation,0
psychic journey deep into very fabric of iranian life,1
battle bug eye theater dead eye matinee,0
avert eye,0
assume bar of expectation have not raise above sixth grade height,0
ask question how much souvlaki can take indigestion set,0
temperamental child,0
present backstage byte of information never amount satisfying complete picture of particular anciently demand métier,0
energy document,1
precisely,1
give marginal thumb up,1
curious,1
grisly engagingly quixotic,1
reach expiration date,0
offer next little insight,0
lull into coma,0
certainly honest attempt get something,1
movie what pleasant distraction friday night diversion excuse eat popcorn,1
should commend illustrate merit of fight hard something really matter,1
brilliant piece of filmmaking,1
modern mob music drama never fail fascinate,1
lousy lead performance keep movie ever reach comic height obviously desire,0
supermarket tabloid,0
pratfall aside barbershop get great play timeless spectacle of people really talk other,1
borrow other movie like most ordinary obvious fashion,0
do thousand time already well,0
do not remake andrei tarkovsky solaris so much distill,0
dead end,0
rough trade homo eroticism,0
very funny romantic comedy about two skittish new york middle ager who stumble into relationship struggle furiously with fear foible,1
macdowell venture beyond ability,1
unlikely inspire anything more visit mcdonald let alone some savvy street activism,0
could rent original get same love story parable,0
toolbag botch routine assignment western backwater,0
spread too thin leave actor well member of commune short of profound characterization,0
contrast neither dramatic nor comic just weird fizzle,0
tian meticulous talent have not wither enforce hiatus,1
sensual delight simmer,1
natural instinct self preservation,1
what bubble up out of john walsh pipe dream distinct very welcome sense of watch intelligent people make movie,1
on high sea work well less brain engage,0
only makeup deep,0
conclusion when hear ultimate fate of girl realize much dismay really do happen,1
unfocused,0
current climate of merger downsize,0
martin lawrence live so self pitying almost expect collection take comedian end of show,0
touch,1
more like mere excuse wan thinly sketch story,0
with masterful flawless film wang emerge front rank of china now numerous world renowne filmmaker,1
have make tucker star,1
just offbeat,0
own cuteness,1
little more stylish exercise revisionism whose point,0
leave scratch head amazement over fact so many talented people could participate such,0
scriptwriter no less menace society film character,0
uptight middle,0
incredibly thoughtful deeply meditative picture neatly effectively capture debilitating grief,1
have already see movie,0
layer,1
never truly come care about main character whether not will wind up together,0
prank pratfall dare injury etc,0
full chilling advantage,1
well fiction,1
deserve see everywhere,1
movie may not have high production value ever see but work of artist one whose view of america history awkwardness of human life generous deep,1
every taste,1
mean enhance self image of drool idiot,0
smart provocative drama do nearly impossible get under skin of man only know evil monstrous lunatic,1
pack some serious suspense,1
viewer of barney crushingly self indulgent spectacle,0
have pleasing way with metaphor,1
superficial,0
movie can trust,1
succeed with dark delicate treatment of character unerring respect,1
unstoppable,1
serious work important director who have something new say about how flip flop of courtship often reel when should play out,1
fun of toy story,1
spirit of season assign one bright shine star roberto benigni pinocchio but guarantee no wise man will follow after,0
honest performance,1
hole ride,0
who enjoy intentionally introduce kid film which will cause load of irreparable damage year year of costly analysis could never fix,0
pleasant enough,1
manage embody bad excess of nouvelle vague without of sense of fun energy,0
geriatric dirty harry which will please eastwood loyal fan suit story wherein hero must ride roughshod over incompetent cop get man,1
droll bitchy frolic which poke fun price of popularity small town pretension lone star state,0
do not really make case kissinger should try war criminal,0
fascination come power of huston performance which seem so large life yet so fragile way ivan character accept news of illness so quickly but still find unable react,1
worthy addition cinematic canon which last count number different version,1
of year with exquisite acting inventive screenplay mesmerizing music many inimitable scene,1
result far more alienating involve,0
hit,1
sit neutral,0
ultimately hollow mockumentary,0
irritate sadden martin lawrence late vehicle can explode obnoxiously into screen while something of bubba tep clearly evident quality may end up languish on shelf somewhere,0
radical suck,0
swiftly deteriorate into terribly obvious melodrama rough hew vanity project lead actress andie macdowell,0
call classicism exasperate noticeable lack of pace,0
one liner snappy situation volatile comic opportunity richly reward,1
of brutal mid,0
not nearly fresh enjoyable predecessor but,0
character seem one dimensional,0
fun part,1
imagine search quarter giant pile of elephant fece positively dreadful,0
beautifully read finally,1
just another cartoon with unstoppable superman,0
hollywood have try pass off acceptable teen entertainment some time now,0
visually striking slickly stage,1
hereby give fair warning,0
morality choice make underneath such mountain of clichés borrow image,0
crocodile hunter have hurried badly cobbled look of godzilla which combine scene of japanese monster flick with canned shot of raymond burr comment on monster path of destruction,0
unblinkingly pure hour,1
feel stitch together stock situation character other movie,0
with cheapo animation like saturday morning complex sword sorcery plot character who have big round eye japanese name,0
cho late comic set not sharp fresh one want but still damn funny stuff,1
process comedy chop suey,0
manage escape shackle of own clichés good espionage picture come out week,1
do not figure out coherent game,0
every shot enhance excellent performance,1
actor simply too good story too intriguing technical flaw get way,1
ought whole lot scary tepid genre offering,0
so different apple so strike,1
too predictable far too cliched,0
hate,0
see one form another,0
pretty funny movie with most of humor come incongruous but chemically perfect teaming of crystal niro,1
very valuable film,1
rashomon dipstick,0
insane comic undertaking,1
clear sense,1
performance ahem,0
fail match freshness of actress producer writer,0
worthy successor well tomorrow,1
so successful lodge brain,1
wickedly funny just plain wicked,1
may work addictive guilty pleasure but material never overcome questionable satirical ambivalence,0
can bit repetitive,0
deliberate laugh,1
possibly good actor work movie today,1
no charm no laughs no fun,0
perfectly form,1
appalling shamelessly manipulative contrived totally lack conviction,0
do not bring into character so much have study,1
make film barely shocking barely interesting most of barely anything,0
hypnotic,1
shyamalan continue cut swathe through mainstream hollywood while retain integrity refuse compromise vision,1
starve,0
charismatic tragically,1
of filmmaking kind pretend passionate truthful but really frustratingly timid soggy,0
wit innovation,1
only seem care about bottom line,0
beautifully choreograph kitchen ballet simple but absorbing,1
come away film overwhelm,1
determination of pinochet victim seek justice often heartbreaking testimony speak directly into director patricio guzman camera pack powerful emotional wallop,1
nonetheless appreciate art reveal music scene transcend culture race,1
combine sharp comedy old fashioned monster movie atmospheric genuine heart create film not merely about kick undead but also about deal with regret ultimately find redemption,1
stirring road movie,1
certain,1
lumber load,0
if up sort of thing,1
couple of thing elevate glory above most of ilk most notably mere presence of duvall,1
would make excellent companion piece similarly theme french lieutenant woman,1
lack idol energy passion detail,0
consume forget,0
after drink twelve beer,0
amount little more preliminary note science fiction horror film,0
big fat pain,0
need of scented bath,0
have no point nowhere,0
enthusiasm,1
very sweet,1
smart subtle,1
good disney movie,1
sour little movie,0
film of idea wry comic mayhem,1
showcase,1
ramble ensemble piece with loosely connect character plot never quite gel,0
stand one of great film about movie love,1
grant certainly amusing,1
genial romance,1
unimaginative derivative,0
cheap,0
move stark reminder casualty of war reach much far imagine,1
full bodied wit,1
modestly make,1
may leave theater with more question answer but darned if toe will not still tap,1
creative act,1
bravura,1
so real,1
despite shortcoming girl can not swim represent engaging intimate first feature talented director watch worthy entry french come of age genre,1
more abundant supply woefully hackneyed movie direct scott kalvert about street gang turf war brooklyn stale cliche gratuitous violence empty machismo,0
dark but have wonderfully funny moment care about character,1
just zing along with vibrance warmth,1
should never have bring out of hibernation,0
try figure out rule of country bear universe when bear bear when like human only hairy would tax einstein brain,0
dreary expanse,0
relationship worthy of respect,1
update dickensian sensibility of writer craig bartlett story appeal,1
clear why deuces wild which shoot two year ago have gather dust on mgm shelf,0
astoundingly rich,1
remain huge gap film creepy,0
devotee,1
amateurish,0
feel very much like brand new tomorrow,1
about whose fate hard care,0
just another teen movie,0
pitifully few real laugh,0
double pistoled ballistic pyrotechnic hong kong action,1
have do excellent work,1
defeat film unfulfilling incongruous wait second,0
just kid flick,0
evelyn strong cast surehanded direction,1
well character,1
few nonbeliever,1
simultaneously degrade character star audience,0
funny person film which give idea just how bad,0
precious little of either,0
waste nearly two hour of own precious life with silly little puddle of movie,0
feel odd with rest of film,0
plan make enough into inspiring tale of survival wrap heart pound suspense of stylish psychological thriller,1
kick around raison fresh faced young gun cast,1
weave element of plot powerfully evocative mood combine heated sexuality with haunt sense of malaise,1
fuel devito early work,1
make up derivative plot,1
quirky funny strain too evident,0
suitable summer entertainment offer escapism without require great deal of thought,1
real charmer,1
convince,1
satisfy kid flck become increasingly implausible race through contrived plot point,0
short of true inspiration,1
whimsy,1
one decent performance,1
really solid performance,1
of funny,1
like english patient unbearable lightness of hour one of reputedly unfilmable novel have buck odd emerge exquisite motion picture own right,1
win still,1
insipid brutally clueless film,0
refreshingly natural,1
come off annoying rather charming,0
frame one,1
problem of fledgling democracy,0
visual panache compelling support character,1
suggest wayward wooden one end stuff into electric pencil sharpener,0
manage find greatness hue of drastic iconography,1
love of family,1
unnerving suspense,1
think of gidget only with muscle lot more smart but just endearing easy watch,1
with more emotional force other recent film,1
bread,1
good comedy concert movie,1
cinematic disaster so inadvertently sidesplitte,0
unsympathetic character someone,0
doubtful listless feature will win new viewer,0
shine with usual spielberg flair expertly utilize talent of top notch creative team,1
parker update setting attempt make film relevant today without fully understand what make story relevant first place,0
flawless,1
head down toilet with ferocity of frozen burrito,0
american blockbuster,1
too long,0
lack suspense surprise consistent emotional conviction,0
secretary manage neat trick bundle flower of perversity comedy romance into strangely tempting bouquet of movie,1
puzzle unsettling,0
surprisingly funny movie,1
edge of sanity,0
with roussillon provide comic relief,1
perceptive good natured,1
stock situation character,0
not really thriller so much movie teen laugh groan hiss,0
increasingly diverse,0
steal harvard smorgasbord of soliloquy about nothing deliver former draw barrymore,0
tsai ming liang witty wistful new film what time,1
enjoy film,1
insult every family whose mother have suffer through horrible pain of death cancer,0
waste lot of time include mine on something very inconsequential,0
nicole holofcenter insightful writer director responsible illuminating comedy do not wrap proceeding up neatly,1
engage constant fit of laughter,1
imaginative one might have hope,1
duly impressive imax dimension,1
fail make adequate,0
compelling film,1
not good with people,0
might suggest wayward wooden one end stuff into electric pencil sharpener,0
world renowne,1
hollywood frightfest,0
treat character weak strong fallible human not caricature carefully delineate cost of inevitable conflict human urge institution concern with self preservation,1
engulf,1
push into margin,0
do usual bad guilt trip parent,0
vision painterly literary,1
rarely permit character more two obvious dimension repeatedly place contrived well wear situation,0
quick witted,1
killer,0
evoke frustration awkwardness euphoria of grow up without rely on usual trope,1
high drama disney style wing prayer hunky have pursue castle sky,1
something different,1
unlikeable people,0
journey difficult audience take protagonist yet potentially just rewarding,1
crisp storytelling,1
do genial rogue shtick death,0
revelatory narcissistic,0
disappointing comparison other recent war movie other john woo flick matter,0
like lift terry gilliam subconscious press through kafka meat grinder into buñuel casing,1
side story aplenty none of memorable,0
refresh soul,1
one of rare picture,1
emotionally desiccated,0
when come out on video perfect cure insomnia,0
start intense political psychological thriller,1
unsophisticated,0
not much,0
overboard,0
zoe clarke williams lackluster thriller new good friend,0
magnetic performance,1
first full flush,1
when compare usual more somber festival entry davis highly personal brand of romantic comedy tart smart breath of fresh air stand out pack even if picture somewhat problematic,1
courage idea,1
script endless assault of embarrassingly ham fiste sex joke reek of script rewrite design garner film cool rating,0
not kid cute sentimentality warmth not fake stately sense of composition,1
enormously entertaining movie,1
occasionally horrifying but often inspiring film,1
lackluster script substandard performance,0
stuff debut with more plot can comfortably hold,0
fail ultimately,0
woefully dull,0
business,1
real snooze,0
far more energy,1
wilde droll whimsy,1
of great mind of time,1
one arrest image,1
what make worth trip theater,1
watch gentle mesmerizing portrait of man come term with time,1
absurd,0
emotional comfort,1
confusing horrifying vision into intense engrossing head trip,1
strip of most of budget of sense of humor,0
wiggle energy,1
good film yet,1
back with astonishing revelation,1
drag on,0
move essay about specter of death especially suicide,1
forgettably,0
indifference,0
obnoxious comedy,0
sweet laugh minute crowd pleaser lift spirit well,1
lan never catch dramatic fire,0
nothing about movie,0
leave blue crush waterlogge,0
synergistic impulse create,1
hardly objective documentary but great cinematic polemic,1
like rocky bullwinkle on speed but neither completely enlightening nor do catch intensity of movie strangeness,0
so downbeat nearly humorless become chore sit through despite some first rate performance lead,0
attractive talented actor,1
rotten state of california,0
lurch not very funny comedy,0
jaw drop action sequence strike villain gorgeous color palette,1
laughable rather unlaughable excuse film,0
grating,0
poignant delicately complex,1
wise wizened visitor,1
wit dignity,1
wishy washy melodramatic movie show plenty of sturm und drung but explain character decision only unsatisfactorily,0
smart funny look arcane area of popular culture,1
what even more remarkable integrity of devito misanthropic vision,1
lovely beautifully,1
move edge of seat dynamic first act,1
so much leniency,0
simple pleasure usurp preaching message so time credit roll across pat ending warm fuzzy feeling prevail,1
good idea,1
very compelling sensitive intelligent almost cohesive piece of film entertainment,1
can only love player bring fore gifted but no nonsense human still inestimable contribution have make share history,1
have vital essence scoop out,0
comic fan,1
way too mushy relatively short amount of time,0
up powerful deeply move example of melodramatic moviemaking,1
convey way tiny act of kindness make ordinary life survivable,1
so meditative lyrical about babak payami boldly quirky iranian drama secret ballot charming evoke little ditty manage show gentle humane side of middle eastern world politic,1
no special effect no hollywood ending,0
more hackneyed element of film,0
hard understand why anyone right mind would even think make attraction movie,0
energy imagination,1
melodramatic paranormal romance,0
another smash,1
whiny pouty lipped poof,0
more tiring anything,0
raise few notch above kiddie fantasy pablum allen astringent wit,1
have value of straight video movie,0
probably not easy make such worthless film,0
horror,0
dicaprio good performance anything ever easily most watchable film of year,1
paint of culture conflict with,0
artificial structure,0
mind see feature concentrate on people project which script character hold sway,1
heartwarming yarn,1
like vardalo corbett who play role with vibrant charm film direct joel zwick heartfelt hilarious way can not fake,1
intensely romantic,1
more outre aspect of black culture dorki aspect,0
three splendid actor,1
wonderous accomplishment of veracity narrative grace,1
fine documentary can distinguish mediocre one well film ability make subject interesting who not part of suppose target audience,1
thoroughly enjoyable,1
unencourage threefold expansion on former mtv series,0
cinematography cloudy picture make becalm,0
interesting,1
remind of vastly improve germanic version of big fat greek wedding with well character some genuine quirkiness least measure of style,1
fine look,1
losin fan base,0
marshall keep energy hum edit unlike moulin rouge crisp purposeful without overdo,1
engrossing story,1
lead such companionable couple,1
make move experience people who have not read book,1
should avoid like dreaded king brown snake,0
buoyant expressive,1
watch film twice,1
artsploitation movie with too much exploitation too little art,0
loopy,0
touching reflection,1
while some of camera work interesting film mid low budget betray surprisingly shoddy makeup work,0
chouraqui bring documentary like credibility horror of killing field barbarism of ethnic cleansing,1
clever script skilled actor,1
flat effort,0
watch jackson who also serve executive producer take smooth shrewd powerful act abroad,1
gulpilil command screen presence,1
who surely read catcher rye but clearly suffer dyslexia,0
have forget everything ever know about generate suspense,0
sneak up on stay with long after have leave theater,1
most edgy piece of disney animation,1
right place,1
really get weird though not particularly scary,0
sweet even delectable,1
part of dong continue exploration of homosexuality america family fundamental earnest study despair,1
performance great look funny,1
never come close either funny scary,0
predictable rehash,0
movie of technical skill rare depth,1
sex wonderful tale of love destiny,1
so cold dead,0
of movie keep throw fastball,1
soar,1
make film undeniably worthy devastating experience,1
politic power,1
too erotic nor,0
powerful naturally dramatic piece of low budget filmmaking,1
rather way introduce new fervently hold idea fanciful thinker,1
not schlocky creature feature but something far more stylish cerebral hence more chillingly effective,1
wonder why people matter,0
titillating material,1
infidelity,0
no good answer one,0
somewhat backhanded compliment say film make viewer feel like movie various victimize audience member after while but also happen movie most admirable quality,1
pure entertainment,1
pop up cinematic year already litter with celluloid garbage,0
grow decidedly flimsy with many out sized out of character logically porous action set piece,0
encyclopedia of cliche shoplift shamelessly farewell innocence movie like wanderer bronx tale without crib of intelligence,0
though jones snipe enthralling movie bog down rhetoric cliché,0
constantly touch,1
have nightmare about bad cinema,0
bratty sympathy,0
entertaining documentary,1
strike quietly vulnerable personality,1
bad can imagine,0
compassion good natured,1
take few chance manage insult intelligence of everyone audience,0
deserve heart win win still,1
japanese yet feel universal,1
most effective if use tool rally anti catholic protestor,0
invitingly upbeat overture pathos fill but ultimately life affirm finale,1
self aware often self mock intelligence,1
good movie,1
nicholas nickleby find reduce circumstance also like hero remain brightly optimistic come through end,1
just do not work concert,0
want acidic male about eve lush swoon melodrama intermezzo strain,0
find ideal outlet flick knife diction role of roger swanson,1
of bad sin of attributable movie like,0
whole thing succeed only make groggy,0
cobble together largely flat uncreative moment,0
weird arrest little ride,1
much more,1
really downhill,0
wholly unnecessary pre credit sequence design give some of character back story,0
sugarman follow through on defiance of saccharine,1
art house moviegoer,1
more unique residence home movie about people who live who have carve own comfortable niche world have kind enough share,1
story predictable,0
miss,0
ingenue,1
bad clive barker movie,0
do impressive job of relate complicated history of war,1
unforgettable look morality family social expectation through prism of omnibus tradition call marriage,1
character complex laden with plenty of baggage tinge with tragic undertone,1
will undoubtedly play well european market where besson brand name asia where shu institution but american audience will probably find familiar insufficiently cathartic,0
ultimately purposeless,0
occasionally loud offensive but more often simply lull into gentle wake coma,0
more intimate spectacular carry less wow factor funny move yarn hold up well after two decade,1
one of funny motion,1
remake andrei tarkovsky solaris so much distill,0
unblinkingly pure hour,0
scratch pretty decent little documentary,1
half hearted,0
padded,0
walk away without anyone truly know identity,0
hypnotically dull relentlessly downbeat,0
dime,1
kiddie fantasy pablum,0
of overwhelming waste,0
pathetic idea,0
airy cinematic bon bon,1
sure ultimately disappoint action,0
serious poetic earnest sadly dull,0
place sweetness clarity emotional openness recall classic of early italian neorealism,1
stun,1
drip with cliche,0
warm wise,1
film right over edge kill every sense of believability,0
film message of tolerance diversity not particularly original but,0
wewannour money back,0
explore awful complication of one terrifying day,0
chance learn grow travel,1
woody allen use ridicule movie like hollywood end,0
volletta wallace maternal fury fearlessness,1
sound whiny defensive if life alter experience make bitter less mature,0
warm well tell,1
what miss material depth of feeling,0
mire tear drench quicksand,0
actually funny with material,1
narrative continuity,1
contain few big laugh but many more graze funny bone miss altogether part because consciously dumbe down approach wear thin,0
not everyone will welcome accept trial of henry kissinger faithful portraiture,0
canny crowd pleaser,1
film about something one attempt often achieve level of connection concern,1
so watchable,1
stunning animation,1
dog snatch,0
great marching band,1
absolutely amazing,1
cold sterile lack color warmth,0
successful,1
no reason truly care decrepit freak beyond promise of reprieve incessant whining,0
esther kahn unusual but unfortunately also irritate,0
touch generally light enough,1
unearth quake essence of passion grief fear,1
play like some weird masterpiece theater sketch with neither,0
have some nice twist but ending,1
washington have sure hand,1
boatload of screenwriting cliche sink fast leaky freighter,0
waste script take few chance manage insult intelligence of everyone audience,0
very good film,1
more curious,1
like because so endlessly grotesquely inventive,1
less like cousin blade runner like bottom feeder sequel escape new york series,0
ace japanimator hayao miyazaki spirited away,1
few movie have ever approach,1
thoroughly awful movie,0
spring,1
big,1
plot nothing but boilerplate cliché start finish,0
wonderful account work,1
no earthly reason other money why distinguished actor would stoop so low,0
turn perfectly execute wonderfully sympathetic character who alternately touching funny,1
lil bow wow take cake,1
dismally dull sci comedy,0
denouement,0
still want money back,0
have tired talky feel,0
reason self aware often self mock intelligence,1
japan,1
know how daily grind can kill love,1
